Timestamp_LSL,Pred_DoF_0,Pred_DoF_1,Pred_DoF_2,Pred_DoF_3,Pred_DoF_4,Pred_DoF_5,Pred_DoF_6,Pred_DoF_7,Pred_DoF_8,Pred_DoF_9,Pred_DoF_10,Pred_DoF_11,Pred_DoF_12,Pred_DoF_13,Pred_DoF_14,Pred_DoF_15,Pred_DoF_16,Pred_DoF_17,Pred_DoF_18,Pred_DoF_19,Pred_DoF_20,Pred_DoF_21,Pred_DoF_22,Pred_DoF_23
13792.285111375002,0.644756961108822,0.6276265870536009,0.6270739473774135,0.5579866126472317,0.6518331496124462,0.6091246803274732,0.6172154496373989,0.6304604622585352,0.6214896977220904,0.6809334613447353,0.6364881877466971,0.6280384302877302,0.6727860633182069,0.5700615593251664,0.6202786286816284,0.6015862972711562,0.6588013245773275,0.5414409434931464,0.5748825723941239,0.5863819834504803,0.6309872170711326,0.6839212141082053,0.6184678504549023,0.5911238438908051
13792.299813416004,0.6446605497984699,0.6274241531004784,0.6269879024431299,0.5589545667540565,0.651029683144974,0.6093572178895277,0.6168149435283855,0.6305785372710107,0.623631961617727,0.6819854094480574,0.6363371805408068,0.6278280127717645,0.6711175091340118,0.5700887784159903,0.6181686625169827,0.5984626243672432,0.657922542322363,0.540760246530239,0.5719293152571627,0.5845536621031747,0.6292167665615128,0.6841079347897896,0.6163162295854403,0.5879961638424271
13792.307988875002,0.6445699671160466,0.6272247723292967,0.6269134315249083,0.559926654533012,0.6502464371373757,0.6095712852908475,0.6164223668481951,0.630672419922498,0.6257505043551148,0.6830972074847714,0.6361928346432743,0.6276640559027962,0.6695584852049848,0.5701147003507621,0.6161531661569748,0.5955205340507223,0.6571006557749637,0.5401462525927334,0.5690200489223078,0.5827840808206333,0.6275025020213889,0.6840880070855663,0.6142138848571422,0.584993611978432
13792.32075,0.644485566905484,0.6270290539576602,0.6268511795254427,0.5609007732551251,0.6494820564024528,0.6097694920698239,0.6160379680759875,0.6307421711317526,0.6278412600680207,0.6842707208553135,0.6360538592514693,0.6275484893319867,0.6681088575816595,0.5701392049920994,0.6142362209084534,0.5927673859499604,0.6563346290691788,0.5396041341210378,0.5661631288353879,0.5810740676043387,0.6258509354349737,0.683857017004174,0.6121697250816606,0.5821232870270491
13792.333250000003,0.6444079531678001,0.6268371747515911,0.6268016115197552,0.5618747443739115,0.6487352175608372,0.6099544842415127,0.6156619276347782,0.6307883896742084,0.6299001286048866,0.6855063254823075,0.6359187728332929,0.6274830636422033,0.6667676285728584,0.5701621794306906,0.612421468128209,0.5902092794528625,0.655622825552207,0.5391389941395136,0.56336656468351,0.5794237992104867,0.6242674400961696,0.6834113711097801,0.6101916192381055,0.5793914636312342
13792.344580791005,0.6443379958862404,0.6266489129510506,0.6267649566575915,0.5628462428844154,0.648004730984946,0.610128779406389,0.6152943785051045,0.630812353176656,0.6319227717631752,0.6868028914891342,0.6357858240708996,0.6274693123396632,0.6655329470143659,0.5701834942001278,0.6107122369530487,0.5878511259439966,0.6549629440827016,0.5387556218071036,0.5606378680886053,0.5778330178741699,0.622755984550953,0.6827490903001738,0.6082863160607791,0.5768034729664174
13792.361165666,0.6442768569772761,0.6264637869112768,0.6267411968887054,0.5638128069153794,0.647289545821514,0.6102946979497293,0.6149354402779403,0.6308160976876998,0.633904534682188,0.6881578968807849,0.6356529184731755,0.6275085418005995,0.6644021057475403,0.570202979438435,0.6091115514698958,0.5856965924782683,0.6543520232312058,0.5384582531377868,0.5579839464061568,0.5763012825432908,0.6213190915359685,0.681869977632655,0.6064593707076256,0.5743636492090209
13792.368665208,0.6442260332688967,0.6262811601555115,0.6267301024723656,0.5647718831620663,0.6465886984497013,0.6104543920043475,0.6145852447500585,0.6308023114514876,0.6358406272510521,0.6895675779203541,0.6355175918363821,0.6276018285417726,0.6633715491780192,0.5702204046089658,0.6076219788548238,0.5837479635522803,0.6537865499410056,0.5382504761085387,0.5554110253517525,0.5748281773965536,0.6199579204931739,0.6807751211190817,0.6047150647261338,0.5720752679479697
13792.381165208002,0.6441873618138706,0.6261002249286729,0.6267312765545339,0.5657208705466965,0.6459012605230925,0.6106098937008098,0.6142439886625094,0.630774032772324,0.6377264208212282,0.6910270949767957,0.6353770768932988,0.627749925927524,0.6624369298764571,0.5702354723486404,0.6062454226964594,0.5820060103278515,0.6532625889274072,0.5381352441038928,0.5529245338642741,0.5734134287606878,0.6186724123709538,0.679466276829389,0.6030564302981437,0.5699404522431282
13792.392896416002,0.6441629478313116,0.6259199519770293,0.6267441761567506,0.5666571546487347,0.6452263209663177,0.6107631202072905,0.6139119806750744,0.6307343326491036,0.6395576348711991,0.6925307285192254,0.6352284271234874,0.6279530670239221,0.6615931623926206,0.5702478302742013,0.6049829725423537,0.5804698954158803,0.652775836077585,0.5381149667010465,0.5505289602014752,0.5720568891170634,0.6174614912606554,0.6779457609512246,0.6014854706283483,0.5679601631562464
13792.405691458,0.6441550217235217,0.6257391433423629,0.6267681232025943,0.5675781234730233,0.6445630008777847,0.6109158292891625,0.6135896159783626,0.6306861464997287,0.6413304161869835,0.6940720676303503,0.6350686532354456,0.6282108313374376,0.6608345041917822,0.5702570937201938,0.6038348433612651,0.5791371891022352,0.652321648159339,0.5381916227313797,0.5482277771293637,0.5707584012511212,0.616323261050542,0.6762166738437995,0.6000034180518855,0.5661342861275008
13792.425662083,0.644165765831188,0.6255565633725497,0.626802335439485,0.5684812036662652,0.6439104704649284,0.6110695614882468,0.6132772783790269,0.6306322431335242,0.6430413717345642,0.6956441609365294,0.6348949099678828,0.6285222217641684,0.6601547134383118,0.5702628675154586,0.602800325987373,0.5780040353045665,0.6518951389320831,0.5383667276012641,0.5460234479538078,0.5695176284950578,0.615255184836731,0.6742828723823943,0.5986108066749394,0.5644617468513172
13792.438162083004,0.6441971632482666,0.625371039516607,0.626845991896912,0.5693639605478729,0.6432679324320346,0.6112255895916208,0.6129752006659769,0.6305752455697146,0.6446875172200119,0.6972396194979968,0.6347047509133257,0.6288858694841258,0.6595471964845943,0.5702647628002463,0.6018776188748299,0.5770653600536992,0.6514912873367021,0.5386411101700346,0.5439174509295204,0.5683339257884269,0.6142543162756238,0.67214866290232,0.597307393751087,0.562940628879118
13792.449242500004,0.644250894467688,0.6251815118222694,0.6268983188927691,0.5702242203550073,0.6426345600860185,0.6113848666721418,0.6126833315065676,0.6305176584736641,0.6462661742418374,0.6988507242098517,0.6344963353126292,0.6293001540660154,0.6590050846743853,0.5702624186060622,0.6010635663645703,0.5763150410661045,0.6511049989968148,0.5390147185374311,0.5419103415305775,0.5672062911272291,0.6133175559378692,0.6698186129502223,0.596092124859271,0.5615682441194629
13792.460904916,0.6443282806850966,0.6249870661027999,0.6269586504977593,0.5710601672609807,0.6420094243898368,0.6115479789799483,0.6124012759881494,0.6304618986920132,0.6477749392782587,0.7004696055216469,0.634268473281041,0.6297631776570555,0.6585212767808177,0.5702555298256694,0.6003534782215989,0.5757460472254208,0.6507311315310422,0.5394866322533413,0.5400018874671946,0.5661334099530098,0.6124417612308731,0.6672975704718905,0.5949632228984904,0.56034110592565
13792.472925416,0.6444302795451686,0.6247869563714712,0.6270264328161093,0.5718703696928225,0.6413914630914165,0.6117151336620416,0.612128334067408,0.6304103111917978,0.6492117778412065,0.7020884153037636,0.6340205277507113,0.630272721814721,0.6580884549822907,0.5702438618553347,0.5997411901960424,0.5753505777321379,0.6503644668426279,0.5400551853895864,0.538191231593038,0.5651137945033522,0.6116236522136659,0.6645906354405328,0.5939183040486641,0.5592548508523603
13792.485425416004,0.6445575447403319,0.6245806167719256,0.6271011883290956,0.5726536705457654,0.6407795221346189,0.6118861999060502,0.6118635922863516,0.6303651369681093,0.650575200884603,0.7036993123481853,0.6337522259672517,0.630826289515451,0.6576991331538647,0.5702272352634307,0.5992193872738103,0.5751202551506334,0.6499996905578831,0.5407180607119754,0.5364770433889633,0.5641459867406666,0.6108596643269478,0.6617032013600652,0.5929543842275937,0.5583042410430631
13792.497630500002,0.6447105237543723,0.624367680682741,0.6271824783996572,0.5734090083160767,0.6401724523448431,0.612060803292341,0.6116059907095245,0.6303284530450918,0.6518643951353456,0.7052942798038341,0.6334634399033998,0.631421208519604,0.657345853597153,0.5702054953646827,0.5987800038506178,0.5750463814904805,0.6496314499096375,0.5414723162500121,0.534857636991389,0.5632287098217638,0.6101458623332277,0.6586413015823264,0.5920677518097781,0.5574832942809931
13792.509950666,0.6448895500135541,0.6241479826596207,0.6272698882938674,0.5741353307866675,0.639569210195143,0.612238468560924,0.6113543400287732,0.6303021438726306,0.6530792172513361,0.7068650120750348,0.6331540152530822,0.6320546962589424,0.657021468343513,0.5701784969631455,0.5984144984158037,0.5751201420232691,0.6492543991050234,0.5423143364638674,0.5333310580589042,0.5623608796251014,0.6094779396915125,0.6554119237201798,0.5912538100936452,0.5567854662198365
13792.522520833,0.645094924886102,0.6239215099186306,0.6273630230899281,0.5748316147654048,0.6389689519637894,0.6124187730068769,0.6111073604886573,0.6302879172227265,0.6542201434641924,0.7084030157054475,0.6328236986587724,0.6327238073059751,0.6567193421148824,0.5701461029725677,0.5981140560987266,0.5753326693842129,0.648863186662242,0.5432397654957036,0.531895201410869,0.5615415166075061,0.6088513232594784,0.6520232018924756,0.5905070786752386,0.5562038580223636
13792.535020833004,0.6453269804820908,0.6236883592474849,0.6274614895324385,0.5754968957815754,0.6383711393323714,0.6126014537624341,0.6108637890785468,0.6302873139376413,0.65528824274236,0.7098998826447234,0.6324721983168888,0.6334253089769291,0.656433459814885,0.5701081700154864,0.5978698924309288,0.5756750280129814,0.6484525140270698,0.5442435457195253,0.5305479306953406,0.5607696454171323,0.6082613352958234,0.648485027726139,0.5898214615616498,0.5557314355512258
