Timestamp_LSL,DoF_0,DoF_1,DoF_2,DoF_3,DoF_4,DoF_5,DoF_6,DoF_7,DoF_8,DoF_9,DoF_10,DoF_11,DoF_12,DoF_13,DoF_14,DoF_15,DoF_16,DoF_17,DoF_18,DoF_19,DoF_20,DoF_21,DoF_22,DoF_23
47626.971,-27.31998911503039,28.597152888041467,20.784309165550578,-28.647889756541133,19.708783330839495,-28.647889756541126,4.014954685937119,-28.64788975654114,-11.459155902616448,0.0,7.60528183951878e-15,2.6133033088696794e-15,-11.45915590261645,0.0,5.266046973046981e-15,3.569114215554785e-15,-11.459155902616452,0.0,5.283359937052879e-15,4.246046953032196e-15,-11.459155902616448,0.0,2.6531575301037857e-15,1.5913498558515642e-15
47627.003,-27.31998911503039,28.597152888041467,20.784309165550578,-28.647889756541133,19.708783330839495,-28.647889756541126,4.014954685937119,-28.64788975654114,-11.459155902616448,0.0,7.60528183951878e-15,2.6133033088696794e-15,-11.45915590261645,0.0,5.266046973046981e-15,3.569114215554785e-15,-11.459155902616452,0.0,5.283359937052879e-15,4.246046953032196e-15,-11.459155902616448,0.0,2.6531575301037857e-15,1.5913498558515642e-15
47627.036,-27.492094514189077,28.471989671500985,20.89797717371793,-28.64788975654116,19.71242894430899,-28.647889756541154,3.9199979810010164,-28.647889756541154,-11.459155902616466,0.0,7.60528183951878e-15,0.0,-11.459155902616466,0.0,0.0,5.954530226652422e-15,-11.459155902616466,0.0,5.283359937052879e-15,1.860630941934558e-15,-11.459155902616466,0.0,2.6774151900614813e-16,7.962111854856851e-16
47627.069,-27.236565116146696,28.584980503814247,20.725771661208245,-28.64788975654116,19.726576115481617,-28.647889756541158,3.846955051686798,-28.647889756541154,-11.459155902616462,0.0,7.559821769399783e-15,1.0907314342110865e-15,-11.459155902616466,0.0,3.4615457865425074e-15,3.0808901199520517e-15,-11.459155902616464,0.0,5.411773791819993e-15,5.3937626936709814e-15,-11.459155902616464,0.0,1.888847414774867e-15,1.5539222235162236e-15
47627.102,-27.241091869098096,28.508463056090907,20.807186215660153,-28.64788975654116,19.723217496805603,-28.64788975654115,3.8127088039234747,-28.647889756541158,-11.459155902616452,0.0,4.8133112734769296e-15,8.018546894293881e-16,-11.459155902616466,0.0,6.928066723922887e-15,3.3697668647337497e-15,-11.45915590261646,0.0,4.834020302256596e-15,3.94937896976249e-15,-11.459155902616459,0.0,2.4666009043382638e-15,1.2650454787345253e-15
47627.136,-27.241091869098096,28.508463056090907,20.807186215660153,-28.64788975654116,19.723217496805603,-28.64788975654115,3.8127088039234747,-28.647889756541158,-11.459155902616452,0.0,4.8133112734769296e-15,8.018546894293881e-16,-11.459155902616466,0.0,6.928066723922887e-15,3.3697668647337497e-15,-11.45915590261646,0.0,4.834020302256596e-15,3.94937896976249e-15,-11.459155902616459,0.0,2.4666009043382638e-15,1.2650454787345253e-15
47627.168,-27.263225809531683,28.549601794670423,20.70715624202896,-28.64788975654116,19.72944172288492,-28.647889756541154,3.7880668339105736,-28.647889756541158,-11.459155902616455,0.0,3.393113036396426e-15,5.652623413305839e-16,-11.459155902616462,0.0,4.883896382829624e-15,2.375495626337369e-15,-11.459155902616462,0.0,3.4077117339522223e-15,2.784089477406872e-15,-11.45915590261646,0.0,1.7388145516821397e-15,8.917857295416091e-16
47627.201,-27.207235094451192,28.546188046692944,20.73556358718326,-28.64788975654116,19.730912187073123,-28.647889756541158,3.763572774697752,-28.647889756541158,-11.459155902616459,0.0,6.947886543563674e-15,7.874356855285368e-16,-11.459155902616459,0.0,7.54997651320506e-15,3.708535691525087e-15,-11.45915590261646,0.0,4.74075179913994e-15,2.1175694448130135e-15,-11.459155902616457,0.0,1.9609878958800926e-15,2.1137391226303503e-15
47627.235,-27.207235094451192,28.546188046692944,20.73556358718326,-28.64788975654116,19.730912187073123,-28.647889756541158,3.763572774697752,-28.647889756541158,-11.459155902616459,0.0,6.947886543563674e-15,7.874356855285368e-16,-11.459155902616459,0.0,7.54997651320506e-15,3.708535691525087e-15,-11.45915590261646,0.0,4.74075179913994e-15,2.1175694448130135e-15,-11.459155902616457,0.0,1.9609878958800926e-15,2.1137391226303503e-15
47627.267,-27.23271192708142,28.57822915976011,20.663632070484475,-28.647889756541158,19.743107799128687,-28.647889756541158,3.739481733715297,-28.647889756541158,-11.459155902616457,0.0,4.758955613568545e-15,1.2884523956564325e-15,-11.45915590261646,0.0,5.171357201149526e-15,2.7065022712692954e-15,-11.459155902616462,0.0,3.2471784398886155e-15,1.4504294123584323e-15,-11.459155902616459,0.0,1.343178864065314e-15,1.447805832779424e-15
47627.302,-27.23271192708142,28.57822915976011,20.663632070484475,-28.647889756541158,19.743107799128687,-28.647889756541158,3.739481733715297,-28.647889756541158,-11.459155902616457,0.0,4.758955613568545e-15,1.2884523956564325e-15,-11.45915590261646,0.0,5.171357201149526e-15,2.7065022712692954e-15,-11.459155902616462,0.0,3.2471784398886155e-15,1.4504294123584323e-15,-11.459155902616459,0.0,1.343178864065314e-15,1.447805832779424e-15
47627.337,-27.23271192708142,28.57822915976011,20.663632070484475,-28.647889756541158,19.743107799128687,-28.647889756541158,3.739481733715297,-28.647889756541158,-11.459155902616457,0.0,4.758955613568545e-15,1.2884523956564325e-15,-11.45915590261646,0.0,5.171357201149526e-15,2.7065022712692954e-15,-11.459155902616462,0.0,3.2471784398886155e-15,1.4504294123584323e-15,-11.459155902616459,0.0,1.343178864065314e-15,1.447805832779424e-15
47627.37,-27.020374628561555,28.595118627941385,20.839141916070556,-28.647889756541158,19.748132159567696,-28.647889756541158,3.7195098486549476,-28.647889756541158,-11.459155902616459,0.0,3.5925286876960965e-15,9.726508440064113e-16,-11.459155902616462,0.0,3.903850047788614e-15,2.043134637593009e-15,-11.459155902616462,0.0,2.4512902927919018e-15,1.094927058894874e-15,-11.45915590261646,0.0,1.0139637756031352e-15,1.0929465224773526e-15
47627.403,-27.16907416336906,28.607929683796367,20.725261254867526,-28.647889756541158,19.764980523146246,-28.647889756541158,3.7036903611319514,-28.647889756541158,-11.45915590261646,0.0,3.978594560790127e-15,1.7447825901944714e-15,-11.459155902616462,0.0,2.9561265038977247e-15,1.547130237915124e-15,-11.459155902616462,0.0,2.837356165885932e-15,8.291155805196504e-16,-11.459155902616462,0.0,1.2069967121501501e-15,8.2761585175853e-16
47627.435,-27.214836672821452,28.619035633387913,20.63980174149854,-28.647889756541158,19.773822749822006,-28.647889756541158,3.6824029566789718,-28.647889756541158,-11.459155902616462,0.0,5.746513262594098e-15,2.186762265645464e-15,-11.459155902616459,0.0,3.84008585479971e-15,1.3261404001896276e-15,-11.459155902616464,0.0,2.048780660710155e-15,3.9229733086766e-15,-11.45915590261646,0.0,1.4279865498756465e-15,1.1591006083467747e-15
47627.468,-27.214836672821452,28.619035633387913,20.63980174149854,-28.647889756541158,19.773822749822006,-28.647889756541158,3.6824029566789718,-28.647889756541158,-11.459155902616462,0.0,5.746513262594098e-15,2.186762265645464e-15,-11.459155902616459,0.0,3.84008585479971e-15,1.3261404001896276e-15,-11.459155902616464,0.0,2.048780660710155e-15,3.9229733086766e-15,-11.45915590261646,0.0,1.4279865498756465e-15,1.1591006083467747e-15
