Timestamp_LSL,Thumb_CMC,Thumb_MCP,Thumb_IP,Index_MCP,Index_PIP,Index_DIP,Middle_MCP,Middle_PIP,Middle_DIP,Ring_MCP,Ring_PIP,Ring_DIP,Pinky_MCP,Pinky_PIP,Pinky_DIP
76532.856,157.36094206224558,173.62881268135956,162.24571497520944,135.2516080354883,101.56091935169476,165.52075954602643,166.67296498930682,168.22723750381738,172.1860644339455,167.7692358581555,169.34403814616107,170.66567105233568,173.2446569773925,161.5040354415086,167.04715554382724
76532.889,155.88641750331854,173.04236735187712,162.8602444938241,136.8320055828829,109.53605194304949,162.8598185849282,171.12301275490134,173.08309025184587,174.1915474935018,173.30525829217174,171.33746565834423,172.7078265360351,176.03169172661816,167.01896555985851,171.01791457774104
76532.922,157.8642361839546,173.81664210216806,159.30994234406282,139.724629317009,121.68135473458867,160.6046956526002,173.2698518873634,173.85320231551077,175.0321988962613,175.7101575654921,170.95126305882866,173.02038104941374,177.81915129512396,168.42950386923113,172.78641865169533
76532.953,157.96389032722772,174.3915335128379,162.5202048110129,151.63312832955305,138.47420721608336,164.0369367766669,173.74068895911853,174.1657953631787,176.04468240739058,176.49973384150258,172.14860427379006,174.06439266156676,167.6296836312638,165.92550074701597,173.1764951785369
76532.984,154.86332689579686,170.15369639462253,165.94616082912484,172.9851225215916,176.1271767968636,178.83139841133627,172.21464785284175,175.68557803780593,177.80854396146933,173.78602031981387,176.18783921446297,174.03854534595737,104.99710497364494,139.85159294516714,176.43376597386023
76533.019,156.35264032813288,169.517765853383,173.65614934096672,174.14908052482323,175.81560574252063,177.89050792676042,173.8040709432601,178.05909747655056,176.28282186113296,153.2012850586136,166.28806711530365,157.2257036520632,73.67267871626395,154.633963338394,174.0582260742204
76533.048,162.45662850546148,169.72831573042163,171.00876390239767,169.7005864224823,173.21710577098136,176.06171461378736,176.12093496786883,176.81955325032646,174.1974137053829,88.95548204140073,128.44017890269032,166.1828272754466,60.47092396500621,152.85111622784072,169.91957164570266
76533.098,161.03695403994897,168.37171339477393,177.44754211577356,165.01556496429725,178.89295688398516,172.8179407343816,168.82960822179447,174.27823590762446,171.82813461865612,71.25623199305592,139.11121872304102,167.75561847804497,54.94617655081745,152.02858380656767,169.73183302899164
76533.104,160.23567655599123,169.55888724643884,178.22478488283363,165.24317827873958,178.27661752782137,173.14330008746455,166.94628049230033,174.22993257804757,171.90513171217944,67.59026250898422,141.5531312653059,168.47724605014355,53.7543282275174,152.09927516692855,170.16121127715084
76533.13,158.1172846406443,170.16012879344387,173.5947390455523,164.4221651541807,178.52945522541324,174.93003553698344,142.10128220307985,85.33824281467302,155.66822529846652,65.15957195697275,138.25948311905518,165.6710017533823,49.91882634818219,151.06157819280907,166.8303308655954
